,carat,cut,color,clarity,depth,table,x,y,z,price
15276,0.74,Ideal,F,IF,61.9,55,5.79,5.84,3.6,4383
15277,1.2,Ideal,E,VVS1,61.8,56,6.78,6.87,4.22,16256
15278,1.7,Very Good,H,VS1,62.8,57,7.47,7.57,4.72,14137
15279,0.54,Good,D,SI2,63.2,57,5.16,5.19,3.27,1249
15280,0.3,Premium,D,VS2,62,58,4.32,4.29,2.67,911
15281,0.9,Very Good,I,SI2,61.5,57,6.16,6.19,3.8,3503
15282,1,Very Good,G,SI2,60,62,6.45,6.48,3.88,4195
15283,0.35,Ideal,E,VS2,62.1,56,4.53,4.52,2.81,984
15284,0.56,Ideal,I,VS2,62.2,57,5.27,5.28,3.28,1417
15285,0.65,Very Good,G,SI1,62,58,5.5,5.58,3.43,1828
15286,0.24,Very Good,E,VVS2,62.4,54,3.96,3.99,2.48,608
15287,1.09,Ideal,G,VS2,62.2,55,6.61,6.65,4.13,7961
15288,1.5,Ideal,H,SI1,62,55,7.34,7.29,4.54,11189
15289,0.5,Ideal,F,VVS2,59.9,58,5.14,5.17,3.09,2016
15290,1.02,Ideal,D,VVS2,62,56,6.48,6.43,4,11167
15291,1.21,Premium,G,VS1,62.7,58,6.85,6.76,4.27,8774
15292,0.75,Ideal,F,SI1,62.3,57,5.82,5.77,3.61,2744
15293,0.5,Very Good,H,SI1,63.1,55,5.09,5.02,3.19,984
15294,1.01,Very Good,D,SI1,59.7,57,6.53,6.56,3.91,5533
15295,0.43,Ideal,I,SI1,60.9,57,4.88,4.9,2.98,852
15296,0.7,Premium,G,I1,59.7,59,5.76,5.57,3.39,1138
15297,0.77,Very Good,J,SI2,61.2,56,5.91,5.96,3.63,2001
15298,0.75,Premium,G,SI1,60.4,58,5.88,5.84,3.54,2415
15299,0.43,Premium,F,SI1,61.3,60,4.83,4.86,2.97,792
15300,1.04,Very Good,H,SI1,62.8,57,6.44,6.48,4.06,4564
15301,0.42,Ideal,G,VS1,61.9,56,4.77,4.82,2.97,921
15302,0.4,Premium,F,VVS1,60.8,59,4.76,4.74,2.89,1323
15303,1.5,Premium,G,VVS2,62.7,58,7.28,7.32,4.58,14157
15304,0.79,Ideal,D,SI1,61.5,56,5.91,5.96,3.65,2896
15305,1.6,Very Good,H,SI1,63.1,58,7.45,7.39,4.68,10078
15306,0.31,Good,E,SI1,63.3,55,4.31,4.35,2.74,544
15307,1.7,Ideal,H,SI2,62.9,57,7.59,7.55,4.76,7664
15308,1.26,Ideal,I,VS2,62.6,55,6.96,6.91,4.34,6350
15309,0.54,Premium,H,VS1,62.4,55,5.25,5.2,3.26,1637
15310,0.37,Ideal,F,VVS1,61.3,56,4.65,4.68,2.86,997
15311,0.42,Good,F,VVS1,61.2,64,4.75,4.8,2.92,1164
15312,0.3,Very Good,H,VS1,61.9,55,4.32,4.37,2.69,541
15313,1.7,Very Good,J,SI1,61.9,59,7.59,7.64,4.71,8870
15314,0.33,Premium,G,VS2,60.9,56,4.5,4.46,2.73,743
15315,1.5,Premium,I,VS2,62.3,59,7.24,7.3,4.53,8431
15316,1.1,Very Good,I,SI1,61.2,61,6.61,6.66,4.01,4640
15317,0.9,Ideal,E,SI2,61.8,56,6.18,6.22,3.83,4770
15318,0.3,Premium,D,VVS2,60.7,59,4.33,4.34,2.63,741
15319,1.5,Very Good,D,VS2,63,59,7.24,7.3,4.58,13372
15320,0.33,Ideal,I,VVS2,62.7,54,4.42,4.45,2.78,579
15321,2.14,Premium,H,VS2,61.7,58,8.28,8.22,5.09,16390
15322,0.71,Ideal,J,VS1,61.9,55,5.69,5.75,3.54,1932
15323,0.8,Premium,G,IF,62.6,58,5.93,5.89,3.7,4193
15324,0.3,Fair,G,VVS1,58.6,66,4.36,4.41,2.57,790
15325,0.72,Ideal,F,VS1,61.3,56,5.74,5.78,3.54,3759
15326,1.53,Very Good,E,SI1,62.6,57,7.25,7.41,4.59,12386
15327,1.18,Very Good,D,SI1,61.7,57,6.8,6.84,4.21,7093
15328,1.01,Very Good,G,VS1,63.1,57,6.32,6.39,4.01,6936
15329,0.6,Very Good,D,SI1,60,56,5.46,5.51,3.29,1841
15330,0.3,Ideal,D,VS1,61.2,59,4.29,4.31,2.63,742
15331,1.02,Premium,H,VS2,61,58,6.56,6.49,3.98,5666
15332,0.7,Fair,G,I1,62.5,59,5.65,5.48,3.48,1069
15333,0.4,Premium,G,VS1,60.7,58,4.78,4.81,2.91,877
15334,0.76,Premium,F,SI1,60.9,59,5.89,5.83,3.57,2631
15335,0.4,Very Good,E,SI2,62.9,58,4.7,4.74,2.97,666
15336,0.32,Ideal,H,VS1,61.8,55,4.42,4.41,2.73,720
15337,0.94,Fair,H,SI2,66,50.1,6.13,6.17,4.06,3353
15338,0.51,Ideal,E,VS2,60.9,56,5.15,5.2,3.15,1656
15339,0.4,Ideal,E,VS1,61.6,56,4.78,4.73,2.93,1125
15340,0.33,Ideal,D,VS2,61.8,54,4.43,4.47,2.75,681
15341,0.32,Ideal,F,VS2,61.6,57,4.43,4.4,2.72,828
15342,1.15,Very Good,G,SI1,62.2,59,6.66,6.71,4.16,5587
15343,1.7,Very Good,H,SI2,63.8,55,7.47,7.55,4.79,9745
15344,0.34,Fair,J,SI1,64.5,57,4.38,4.36,2.82,497
15345,0.59,Very Good,F,VS2,62.9,55,5.32,5.39,3.37,1622
15346,0.41,Ideal,F,VS2,61.4,55,4.78,4.83,2.95,863
15347,0.53,Ideal,G,SI2,62.3,53,5.21,5.25,3.26,1113
15348,0.35,Ideal,I,VS1,60.9,57,4.54,4.59,2.78,552
15349,2.02,Ideal,H,SI1,62.5,54,8.07,8.1,5.05,17245
15350,1.01,Good,F,VS1,61.2,56,6.42,6.49,3.95,6825
15351,0.33,Premium,G,VVS2,61.3,59,4.45,4.42,2.72,927
15352,1.29,Premium,G,VS1,62.4,58,6.89,6.86,4.29,9354
15353,2.01,Ideal,J,SI1,62.3,57,8.05,7.99,5,12607
15354,0.3,Ideal,H,VVS1,61.2,57,4.3,4.39,2.66,655
15355,0.27,Ideal,G,VS2,61.5,55,4.18,4.21,2.58,490
15356,0.9,Premium,E,VS2,,59,6.14,6.06,3.82,4687
15357,0.53,Ideal,F,VVS2,62.1,56,5.22,5.15,3.22,2290
15358,1,Ideal,F,SI1,63,56,6.41,6.38,4.03,5656
15359,2.01,Very Good,I,VS1,64.4,56,7.84,7.9,5.07,16811
15360,1.14,Ideal,F,VS2,61.9,57,6.67,6.7,4.13,7819
15361,1.03,Ideal,F,IF,61.3,56,6.53,6.55,4.01,11365
15362,1.76,Ideal,I,VS1,62,57,7.74,7.71,4.79,11722
15363,0.91,Very Good,H,VS2,63.5,57,6.12,6.16,3.9,4012
15364,0.71,Very Good,E,VS2,63.5,59,5.68,5.59,3.58,2858
15365,0.56,Ideal,E,VS1,61.3,55,5.32,5.29,3.25,2032
15366,1.01,Premium,F,VS1,61.2,59,6.48,6.42,3.95,7982
15367,0.73,Ideal,F,VS1,61.2,56,5.89,5.81,3.58,2835
15368,0.3,Very Good,E,IF,60.9,59,4.29,4.32,2.62,949
15369,0.32,Ideal,G,VS1,62,56,4.39,4.35,2.71,828
15370,0.51,Good,G,VVS2,63.1,58,5.07,5.11,3.21,1875
15371,0.7,Very Good,F,SI2,56.9,62,5.87,5.9,3.35,2177
15372,1.04,Premium,I,SI1,,60,6.47,6.51,4.01,4290
15373,2.01,Ideal,H,SI1,59.3,58,8.25,8.19,4.87,17403
15374,1.03,Ideal,D,SI1,61.2,55,6.51,6.57,4,5804
15375,0.6,Premium,H,VS1,60.8,59,5.49,5.43,3.32,2376
15376,1.94,Very Good,I,VS2,60.2,58,8.04,8.1,4.86,14489
15377,1.05,Very Good,F,VS1,60.2,58,6.62,6.74,4.02,7276
15378,0.33,Ideal,F,VVS1,61.9,54,4.42,4.46,2.75,880
15379,0.5,Ideal,D,SI1,61.6,55,5.13,5.1,3.15,1654
15380,0.7,Good,H,SI2,61.5,63,5.59,5.63,3.45,1899
15381,0.92,Premium,E,VS2,61.2,62,6.27,6.22,3.82,4600
15382,1.71,Good,F,SI2,63.7,54,7.6,7.49,4.81,6971
15383,0.33,Ideal,I,IF,61.1,56,4.45,4.49,2.73,675
15384,1.54,Ideal,H,SI2,60.9,56.4,7.43,7.45,4.53,9452
15385,0.34,Ideal,F,VS2,62.5,55,4.51,4.48,2.81,880
15386,0.41,Premium,G,VS1,61.7,57,4.78,4.75,2.94,961
15387,0.92,Ideal,F,VS2,61.2,56,6.25,6.3,3.84,5805
15388,0.4,Very Good,E,SI1,61.4,58,4.77,4.81,2.94,687
15389,0.93,Very Good,H,VS2,62.8,59,6.13,6.16,3.86,4351
15390,0.35,Very Good,E,VS2,61.9,61,4.5,4.54,2.8,716
15391,1.2,Ideal,D,VS2,61.4,55,6.87,6.78,4.19,9596
15392,2.06,Good,I,VS2,60.2,64,8.34,8.14,4.97,15046
15393,1.12,Very Good,G,IF,60.9,57,6.68,6.79,4.1,8962
15394,0.55,Very Good,F,VVS2,63.1,56,5.19,5.23,3.29,2102
15395,0.76,Premium,I,VVS1,58.8,59,6,5.94,3.51,2790
15396,1.6,Premium,G,SI1,62.2,58,7.44,7.5,4.65,11818
15397,0.97,Premium,F,SI2,58.9,58,6.51,6.47,3.82,4020
15398,0.82,Good,G,SI2,59.9,62,6.02,6.04,3.61,2893
15399,0.81,Ideal,F,SI1,61.5,57,6.01,6.06,3.71,3422
15400,0.34,Premium,H,VS2,61.1,58,4.5,4.47,2.74,689
15401,0.24,Very Good,G,VVS1,61.7,56,3.98,4.02,2.46,504
15402,1.51,Ideal,H,SI1,62.3,53.7,7.33,7.37,4.58,11062
15403,0.92,Premium,E,SI1,62.2,58,6.23,6.18,3.86,4482
15404,1.11,Ideal,G,VS1,61.5,58,6.7,6.66,4.11,7639
15405,1.02,Good,G,VVS1,63.6,58,6.37,6.4,4.06,7861
15406,0.51,Ideal,D,SI2,62.5,55,5.15,5.12,3.21,1359
15407,0.4,Ideal,G,SI1,60.9,55,4.8,4.78,2.92,873
15408,1.5,Good,J,VS1,,61,7.27,7.3,4.42,8347
15409,0.9,Very Good,E,VS2,61.1,63,6.17,6.2,3.78,4134
15410,0.33,Very Good,E,SI1,59.1,59,4.54,4.59,2.7,540
15411,0.7,Premium,D,SI2,58.3,61,5.74,5.7,3.33,2167
15412,1.2,Fair,I,SI1,66.2,59,6.55,6.47,4.31,4368
15413,1.21,Very Good,F,VS2,63.5,58,6.76,6.73,4.28,7826
15414,2.01,Premium,I,VS2,61.7,60,8.09,8.02,4.97,16700
15415,1.55,Ideal,J,VS1,60.4,57,7.52,7.54,4.55,8548
15416,1.16,Premium,H,SI1,61.9,59,6.73,6.74,4.17,5091
15417,0.39,Ideal,H,VVS2,61.4,56.1,4.7,4.73,2.89,853
15418,0.8,Very Good,I,SI2,60.7,56,6.01,6.03,3.66,2329
15419,0.32,Premium,G,VVS2,61.7,59,4.37,4.41,2.71,730
15420,0.8,Very Good,I,SI1,61.9,56,5.94,5.98,3.69,2473
15421,0.41,Ideal,E,VS2,62.5,55,4.74,4.77,2.97,935
15422,1.04,Ideal,G,VS2,61.8,56,6.5,6.47,4.01,6290
15423,0.53,Ideal,E,VS2,61.3,55,5.24,5.2,3.2,1813
15424,1.04,Ideal,E,SI2,61.6,55,6.51,6.54,4.02,5163
15425,1.01,Very Good,E,VS2,63,60,6.32,6.35,3.99,6221
15426,0.57,Good,G,VS2,64.1,55,5.28,5.27,3.38,1613
15427,1.11,Premium,E,SI2,,58,6.61,6.63,4.14,4581
15428,0.32,Ideal,H,SI1,61.5,55,4.41,4.43,2.72,434
15429,0.39,Very Good,F,VVS2,61.7,56,4.7,4.74,2.91,965
15430,1.12,Very Good,H,SI2,61.7,59,6.67,6.71,4.13,5375
15431,0.71,Good,H,SI1,63.5,57,5.63,5.67,3.59,2096
15432,0.32,Ideal,F,VVS1,60.3,57,4.42,4.44,2.67,912
15433,1.04,Very Good,H,VS2,63.2,58,6.45,6.42,4.07,4911
15434,1,Very Good,H,SI1,62.3,60,6.34,6.38,3.96,4702
15435,0.55,Ideal,F,VVS1,62.1,56,5.25,5.28,3.27,2359
15436,1.5,Ideal,I,VVS2,60.7,60,7.35,7.4,4.48,10931
15437,0.71,Premium,I,VVS1,,58,5.7,5.65,3.52,2572
15438,0.23,Very Good,F,VVS2,61.2,58,3.96,3.98,2.43,530
15439,0.31,Ideal,G,VS2,62.2,53,4.37,4.38,2.72,562
15440,0.49,Fair,E,VVS2,65.5,58,4.91,4.86,3.2,1705
15441,0.35,Ideal,G,VVS1,61.2,56,4.55,4.57,2.79,887
15442,0.73,Ideal,F,VVS1,61.4,56,5.8,5.81,3.56,5154
15443,0.33,Ideal,I,SI1,62.7,56,4.4,4.44,2.77,445
15444,0.72,Very Good,F,VVS2,63.4,56,5.68,5.71,3.61,3338
15445,1.04,Premium,G,VS2,61.8,58,6.51,6.46,4.01,6709
15446,0.41,Very Good,E,SI1,60.4,58,4.75,4.79,2.88,725
15447,0.29,Very Good,E,VS1,61.7,58,4.23,4.29,2.63,504
15448,0.9,Ideal,G,VS2,62.6,57,6.14,6.2,3.86,4269
15449,0.32,Ideal,E,SI1,61.8,55,4.45,4.42,2.74,720
15450,0.3,Ideal,G,IF,61.9,57,4.27,4.29,2.65,863
15451,0.41,Good,D,SI1,63.4,56,4.73,4.76,3.01,707
15452,0.74,Very Good,I,VS2,60.9,56,5.83,5.86,3.56,2459
15453,0.55,Ideal,E,SI1,61.6,56,5.26,5.28,3.25,1621
15454,0.9,Ideal,F,SI2,62.4,57,6.23,6.15,3.86,3881
15455,1.2,Ideal,F,IF,61.6,57,6.84,6.79,4.2,14430
15456,1.01,Premium,E,SI1,58.2,59,6.59,6.54,3.82,5366
15457,1.27,Very Good,H,SI1,62.3,58,6.87,6.94,4.3,7125
15458,1.13,Ideal,H,I1,61.1,56,6.77,6.71,4.12,3669
15459,0.41,Ideal,D,SI1,60.8,57,4.84,4.8,2.93,1015
15460,0.71,Ideal,G,VS1,,56,5.69,5.72,3.55,2962
15461,1.03,Premium,G,VS1,62.1,59,6.48,6.4,4,6479
15462,0.71,Very Good,F,VS2,59.5,58,5.82,5.87,3.48,2918
15463,2.03,Premium,E,SI2,61.5,59,8.24,8.16,5.04,18477
15464,0.27,Very Good,G,VVS2,62.1,56,4.14,4.18,2.58,504
15465,0.42,Very Good,H,VVS1,62.2,56,4.78,4.81,2.98,1193
15466,0.27,Ideal,G,VVS2,62.8,56,4.12,4.16,2.6,641
15467,0.7,Very Good,F,SI2,61.2,57,5.67,5.74,3.49,2100
15468,0.38,Good,D,VS2,64.1,55,4.58,4.62,2.95,809
15469,0.38,Very Good,D,VS2,60.9,58,4.63,4.67,2.83,933
15470,0.41,Premium,G,VS1,61.5,58,4.8,4.76,2.94,961
15471,0.3,Ideal,E,VS2,61.5,55,4.31,4.28,2.64,844
15472,0.23,Very Good,F,VVS2,61.7,55,3.99,4.05,2.48,498
15473,0.38,Ideal,H,VVS2,62.3,53.3,4.65,4.69,2.91,832
15474,1.33,Premium,G,SI2,60.3,58,7.19,7.16,4.33,6685
15475,0.36,Very Good,G,SI1,61.2,63,4.59,4.56,2.8,689
15476,0.31,Ideal,D,VS1,61.6,55,4.3,4.33,2.66,713
15477,1.25,Premium,G,SI2,61.1,58,6.96,6.91,4.24,4340
15478,0.71,Very Good,F,SI2,63.2,57,5.66,5.7,3.59,2397
15479,0.98,Fair,F,SI2,61.6,66,6.46,6.24,3.92,2958
15480,0.32,Premium,I,VVS1,63,58,4.38,4.32,2.74,756
15481,1.01,Premium,H,SI2,62.5,58,6.39,6.35,3.98,3959
15482,1.04,Ideal,E,VVS2,62.4,56,6.51,6.47,4.05,9897
15483,1.51,Premium,E,VS2,60.7,60,7.37,7.46,4.5,14709
15484,1.6,Ideal,J,VS2,62.1,56,7.47,7.51,4.65,9681
15485,0.23,Very Good,E,VVS2,58,60,4.04,4.07,2.35,465
15486,0.31,Very Good,G,VS1,63.2,57,4.33,4.28,2.72,802
15487,0.38,Premium,E,VS2,62.2,59,4.63,4.67,2.89,866
15488,1.66,Premium,G,SI2,59.1,58,7.77,7.69,4.57,10030
15489,3.01,Premium,I,SI2,60.2,59,9.36,9.31,5.62,18242
15490,0.67,Very Good,G,VVS1,62,56,5.6,5.62,3.48,3178
15491,0.32,Very Good,H,VS1,63,57,4.37,4.39,2.76,561
15492,1.54,Ideal,G,VS2,62,55.6,7.35,7.44,4.59,13110
15493,1.05,Ideal,F,VS2,62.7,56,6.52,6.59,4.11,6403
15494,0.72,Ideal,E,SI1,,55,5.77,5.84,3.53,2869
15495,0.43,Premium,F,SI1,60.6,59,4.87,4.84,2.94,1016
15496,1.7,Premium,G,VS2,59,58,7.8,7.85,4.62,15797
15497,0.8,Good,E,VS2,63.4,56,5.88,5.92,3.74,3273
15498,0.28,Very Good,D,VVS1,60.3,62,4.22,4.24,2.55,596
15499,2.01,Premium,D,SI2,62.7,58,8.06,7.99,5.03,16776
15500,0.4,Ideal,F,VS1,61.1,56,4.78,4.75,2.91,1050
15501,1.51,Ideal,G,VVS2,60.5,56,7.42,7.45,4.5,15164
15502,1.01,Very Good,E,SI2,62.4,58,6.36,6.42,3.99,4355
15503,2.28,Ideal,J,VS1,62.6,54.2,8.37,8.41,5.25,16592
15504,1.03,Very Good,F,SI2,61.4,57,6.53,6.6,4.03,4503
15505,0.39,Very Good,G,SI1,58.9,61,4.74,4.76,2.8,703
15506,2.5,Ideal,I,VS2,61.9,57,8.7,8.68,5.38,16955
15507,0.59,Very Good,I,SI1,61.7,55.2,5.39,5.41,3.33,1257
15508,1,Good,G,VS2,64.1,58,6.22,6.32,4.02,5002
15509,0.53,Good,E,SI1,62.6,64,5.13,5.22,3.24,1282
15510,0.38,Ideal,G,VS2,61.5,57,4.66,4.68,2.87,840
15511,0.51,Premium,F,VS2,62.1,58,5.09,5.12,3.17,1569
15512,0.34,Very Good,F,IF,61.1,54,4.54,4.56,2.78,999
15513,0.91,Premium,H,SI1,62.2,60,6.22,6.16,3.85,3669
15514,0.31,Ideal,G,VVS2,62.4,54,4.37,4.38,2.73,687
15515,1.06,Ideal,I,VS1,61.8,56,6.5,6.57,4.05,6060
15516,0.52,Ideal,D,VS1,62.2,56,5.16,5.13,3.2,2296
15517,0.39,Ideal,F,VS1,60.9,56,4.75,4.68,2.87,956
15518,0.31,Ideal,G,IF,61.6,54,4.36,4.4,2.7,853
15519,1,Very Good,F,VS1,58.4,63,6.58,6.47,3.81,6098
15520,1.01,Premium,F,SI2,61.1,57,6.48,6.44,3.95,3903
15521,1.01,Ideal,H,VS2,61.9,57,6.42,6.48,3.99,5028
15522,1.53,Premium,I,SI2,62.7,62,7.41,7.23,4.59,7389
15523,0.5,Very Good,E,SI2,63.1,58,5.09,5.05,3.2,1181
15524,0.4,Ideal,F,IF,61.9,54,4.75,4.81,2.96,1406
15525,1.13,Ideal,G,SI2,61.1,54,6.77,6.74,4.13,5062
15526,0.41,Good,I,SI2,63.5,57,4.7,4.72,2.99,539
15527,1.01,Very Good,G,SI1,63.5,60,6.41,6.38,3.92,4271
15528,0.41,Very Good,D,VS2,62.3,58,4.75,4.76,2.96,932
15529,1.26,Premium,E,SI2,60.3,60,7,6.94,4.2,5058
15530,1.06,Ideal,F,IF,61,57,6.55,6.64,4.02,10995
15531,0.43,Premium,F,VS2,59.8,58,4.94,4.89,2.94,968
15532,0.58,Ideal,E,SI2,62.8,56,5.3,5.37,3.35,1346
15533,0.41,Ideal,G,VS1,60.8,57,4.8,4.84,2.93,899
15534,1.01,Premium,G,VS2,61.6,61,6.46,6.36,3.95,5864
15535,0.95,Good,G,VVS2,57.7,59.7,6.5,6.58,3.77,5817
15536,0.78,Ideal,D,VS2,61.9,56,5.89,5.91,3.65,3811
15537,0.3,Ideal,D,VS2,61.4,55,4.34,4.32,2.66,911
15538,0.4,Very Good,E,IF,62.9,58,4.68,4.77,2.97,1207
15539,0.33,Very Good,G,VVS2,60,63,4.45,4.49,2.68,752
15540,0.91,Premium,H,VS2,62.5,59,6.19,6.09,3.84,4018
15541,2,Fair,J,I1,66.5,56,7.93,7.8,5.23,6796
15542,0.79,Ideal,D,SI2,62.8,57,5.9,5.85,3.69,2853
15543,0.91,Ideal,G,SI1,62,56,6.19,6.22,3.85,4922
15544,1.01,Very Good,D,VS2,61.9,59,6.35,6.44,3.96,7422
15545,1.51,Very Good,E,SI1,62.8,59,7.26,7.3,4.57,11460
15546,0.7,Very Good,E,VS1,62.2,57,5.63,5.68,3.52,3063
15547,1.24,Premium,I,VS2,61.2,58,6.94,6.89,4.23,4858
15548,0.56,Good,F,VS1,58.6,62,5.3,5.45,3.16,1712
15549,1.03,Premium,D,SI2,62.5,54,6.5,6.42,4.04,4764
15550,0.53,Premium,E,SI1,62.2,56,5.22,5.16,3.23,1654
15551,0.73,Very Good,E,SI2,63.2,60,5.76,5.71,3.62,2335
15552,0.41,Very Good,G,VS1,60.5,57,4.81,4.85,2.92,899
15553,0.51,Premium,G,VS2,62.9,58,5.11,5.06,3.2,1546
15554,0.41,Ideal,E,VS2,62.4,54,4.79,4.76,2.98,999
15555,1.01,Good,E,VS1,65.8,55,6.2,6.23,4.09,6159
15556,1.21,Very Good,E,VS1,60,58,6.89,6.97,4.16,10430
15557,0.41,Very Good,E,SI2,63,57,4.7,4.73,2.97,638
15558,0.78,Ideal,D,SI1,61.1,57,5.95,5.97,3.64,3214
15559,2.07,Premium,E,SI2,61.4,58,8.24,8.19,5.04,13786
15560,1.91,Ideal,G,SI2,62.2,55,7.9,7.94,4.93,12700
15561,0.35,Ideal,H,VVS1,62,55,4.52,4.54,2.81,756
15562,1.02,Good,D,SI1,56.9,62,6.64,6.69,3.79,4948
15563,0.36,Ideal,I,VS1,62,54,4.58,4.61,2.85,587
15564,1.2,Very Good,E,SI2,61.4,58,6.81,6.88,4.2,6130
15565,0.4,Very Good,E,VS2,63.8,55,4.66,4.71,2.99,791
15566,0.82,Good,G,VS2,64,57,5.92,5.89,3.78,2805
15567,2.01,Ideal,I,SI1,64.8,62,7.92,7.82,5.1,16287
15568,0.41,Very Good,G,VVS2,61.9,54,4.77,4.82,2.96,932
15569,0.42,Very Good,F,VVS2,61.6,59,4.83,4.84,2.98,1131
15570,0.8,Premium,F,VS2,62.4,59,5.92,5.85,3.67,3285
15571,0.93,Ideal,E,SI1,62.8,56,6.24,6.19,3.9,4229
15572,0.5,Ideal,E,VS2,61.3,57,5.13,5.15,3.15,1624
15573,0.73,Very Good,E,SI1,63.2,58,5.76,5.7,3.62,2821
15574,0.31,Ideal,D,VVS2,62.4,56,4.38,4.34,2.72,982
15575,0.26,Ideal,I,VS1,62.1,55,4.11,4.13,2.56,434
15576,0.36,Very Good,E,VS2,59.9,55,4.66,4.69,2.8,631
15577,1.02,Ideal,G,VS2,62.8,57,6.36,6.45,4.02,6418
15578,0.86,Very Good,H,SI1,63.8,56,6.02,6.05,3.85,3115
15579,0.72,Premium,G,IF,60.1,58,5.89,5.86,3.53,3185
15580,1.02,Premium,E,VS2,62.1,52,6.55,6.49,4.05,6854
15581,0.31,Ideal,H,VS2,62.2,55,4.36,4.39,2.72,489
15582,0.44,Very Good,I,VS1,61.9,57,4.86,4.89,3.01,813
15583,1.01,Good,F,SI2,63.6,59,6.38,6.34,4.04,4072
15584,0.31,Ideal,H,IF,62.2,54,4.38,4.4,2.73,789
15585,0.35,Very Good,G,VVS2,62.4,56,4.47,4.53,2.81,798
15586,0.44,Premium,F,VS2,62.2,58,4.88,4.83,3.02,990
15587,0.55,Ideal,E,SI1,62.5,56,5.21,5.25,3.27,1609
15588,0.3,Premium,E,VS2,62.5,58,4.31,4.26,2.68,844
15589,1,Ideal,F,SI1,62.7,57,6.44,6.38,4.02,5221
15590,0.33,Premium,E,SI1,60.4,59,4.43,4.47,2.69,579
15591,0.4,Very Good,F,VS2,63.6,56,4.66,4.68,2.97,867
15592,0.3,Ideal,D,SI1,61.9,56,4.28,4.31,2.66,552
15593,0.6,Ideal,G,VS2,62.1,57,5.43,5.36,3.35,1746
15594,1.59,Ideal,H,VS1,61.8,57,7.49,7.42,4.61,12157
15595,0.53,Ideal,E,VS2,61.9,56,5.21,5.19,3.22,1813
15596,1.25,Premium,H,VS1,62,59,6.88,6.84,4.25,8099
15597,0.79,Ideal,E,SI1,61.6,55,5.94,6.04,3.69,3715
15598,0.32,Ideal,E,VVS2,61.5,57,4.4,4.41,2.71,842
15599,1.22,Premium,H,VS2,61.4,62,6.92,6.76,4.22,5944
15600,0.91,Premium,G,SI2,60.4,61,6.28,6.21,3.77,3376
15601,0.77,Ideal,H,VS2,62.4,56,5.89,5.85,3.66,2479
15602,1.06,Premium,D,SI2,61.6,61,6.59,6.53,4.04,4903
15603,1.5,Fair,E,SI1,58.2,66,7.45,7.4,4.32,11128
15604,0.41,Premium,E,VS1,59.9,58,4.88,4.83,2.91,1153
15605,1.01,Premium,E,VS1,62,59,6.42,6.38,3.97,7964
15606,1.11,Ideal,G,SI2,60.5,56,6.71,6.67,4.05,4755
15607,0.71,Premium,E,SI2,60.4,61,5.79,5.77,3.49,2096
15608,0.41,Ideal,E,SI1,61.4,57,4.8,4.78,2.94,904
15609,0.52,Premium,G,VS1,62.4,59,5.13,5.16,3.21,1689
15610,0.4,Good,E,SI1,63.2,56,4.69,4.74,2.98,687
15611,1.26,Very Good,H,SI1,60.6,60,6.97,7,4.23,6546
15612,0.5,Good,G,SI2,63.8,57,4.98,5.02,3.19,1009
15613,0.7,Premium,D,VS1,60.9,60,5.75,5.71,3.49,3183
15614,0.71,Very Good,E,SI2,63.3,57,5.65,5.69,3.59,2225
15615,1.5,Ideal,G,SI1,62.8,54,7.31,7.29,4.58,11572
15616,1.17,Very Good,H,SI2,62.7,56,6.68,6.74,4.21,4826
15617,1.24,Very Good,F,VS2,60.9,60,6.96,6.93,4.23,8907
15618,1.54,Ideal,G,SI2,61.7,56,7.41,7.44,4.58,9359
15619,1.15,Ideal,E,SI1,62.7,56,6.73,6.7,4.21,5526
15620,1.34,Very Good,J,VS1,61.7,59,7.03,7.14,4.37,6237
15621,0.33,Ideal,E,IF,61.9,57,4.41,4.45,2.74,1129
15622,0.32,Premium,H,VS1,61.3,60,4.33,4.38,2.67,561
15623,0.74,Premium,E,VS2,62.7,58,5.77,5.72,3.6,3228
15624,0.72,Very Good,G,SI1,63.1,57,5.66,5.72,3.59,2353
15625,1.63,Premium,I,VS2,61,60,7.62,7.59,4.64,10479
15626,1.59,Ideal,I,VS2,61.1,55,7.54,7.48,4.59,9972
15627,0.31,Very Good,I,VVS2,61.6,59,4.31,4.33,2.66,544
15628,0.42,Premium,F,SI1,61.5,58,4.8,4.83,2.96,773
15629,0.73,Premium,G,VS2,60.3,57,5.88,5.82,3.53,2581
15630,0.33,Ideal,E,VS2,61.3,55,4.46,4.48,2.74,723
15631,0.51,Very Good,D,SI1,61.7,58,5.09,5.12,3.15,1403
15632,1.51,Premium,J,SI1,61.2,62,7.36,7.32,4.49,6976
15633,1,Fair,H,SI1,55.2,64,6.69,6.64,3.68,3830
15634,0.32,Premium,J,SI1,62.2,59,4.41,4.37,2.73,468
15635,0.72,Ideal,J,VVS2,60.9,58,5.74,5.78,3.51,2136
15636,1.23,Ideal,H,VVS2,62,55,6.85,6.9,4.26,8079
15637,0.64,Ideal,G,IF,61.7,58,5.52,5.56,3.42,2960
15638,1.21,Ideal,E,VS1,62.4,57,6.75,6.83,4.24,10351
15639,1.23,Very Good,J,VS2,62.8,59,6.75,6.82,4.26,4960
15640,0.54,Ideal,G,SI1,61.9,55,5.24,5.26,3.25,1736
15641,1.22,Ideal,H,SI2,61.7,56,6.83,6.91,4.24,5703
